frame,x1,y1,x2,y2,confidence,class_id
2550,219,0,376,230,0.8443239331245422,2
2551,220,0,376,230,0.8500137329101562,2
2552,219,0,375,230,0.852993905544281,2
2553,219,0,376,230,0.8500914573669434,2
2554,218,0,376,230,0.8451241850852966,2
2555,220,0,377,230,0.845885694026947,2
2556,218,0,376,230,0.8523098826408386,2
2557,218,0,377,230,0.8503836393356323,2
2558,219,0,376,230,0.8514214158058167,2
2559,219,0,376,230,0.8495773673057556,2
2560,218,0,376,230,0.8480331897735596,2
2561,217,0,376,230,0.850660502910614,2
2562,218,0,376,230,0.8517655730247498,2
2563,219,0,375,230,0.8502983450889587,2
2564,218,0,376,230,0.8445224165916443,2
2565,219,0,376,230,0.8456293940544128,2
2566,219,0,376,230,0.8492918014526367,2
2567,219,0,376,230,0.8453110456466675,2
2568,218,0,376,230,0.8465777635574341,2
2569,217,0,376,230,0.8500071167945862,2
2570,219,0,376,229,0.8459753394126892,2
2571,219,0,376,229,0.8478312492370605,2
